index,User
6634,1
537,1
3006,0
957,0
7361,1
2701,0
2283,1
4397,0
1753,0
2655,0
2937,0
5352,0
4190,0
3650,1
4461,1
3472,1
6061,0
3399,0
335,0
4752,1
3334,0
6,1
674,1
4164,0
3672,0
3976,1
3355,1
2446,1
718,0
2503,0
2179,1
5128,0
169,0
5207,0
1207,1
5917,1
7013,1
6278,1
1991,0
5644,1
109,0
7154,0
2904,0
2026,0
2751,1
4743,1
5470,0
2886,0
3953,0
5062,0
3852,0
3975,0
1015,1
2002,0
4691,0
1759,0
6658,1
4414,0
7332,0
6506,0
2382,1
3778,0
2609,0
7045,0
3469,0
5548,0
2042,0
1115,1
1888,0
963,0
978,1
6136,0
6175,1
2949,0
3376,1
3249,0
2587,0
343,0
3379,1
5774,0
1932,1
6530,0
238,0
4184,0
3324,0
5116,0
417,0
6528,0
1767,0
857,0
1875,1
6665,0
4676,0
6281,0
4635,0
3579,0
4408,0
3954,0
6600,1
6807,0
3562,0
7263,0
6027,0
6282,1
6604,0
251,0
2679,0
2827,0
6146,1
7272,1
2288,0
3549,0
1247,0
6508,1
4967,0
614,0
3501,1
1363,1
7024,0
5803,0
5057,0
2,1
6965,0
4089,0
539,0
1160,0
4609,1
6311,0
4623,0
4398,0
2538,1
7257,0
1423,0
1118,0
4306,0
1166,0
340,0
5681,0
3537,0
2004,0
5591,0
236,1
1909,0
1057,1
2889,0
687,1
5064,1
1077,0
829,1
2421,1
588,1
1494,1
5802,1
3343,0
3442,0
3128,1
5810,1
5665,0
7339,0
2148,0
7362,0
161,0
4366,1
6026,1
5588,1
6832,1
2308,0
7310,0
4391,1
7105,1
1638,1
1996,1
2348,1
6010,0
7251,1
4355,1
1064,0
2942,1
6096,1
446,0
941,1
4887,0
3458,0
6485,1
248,1
608,1
1386,0
7037,0
7276,1
750,1
1227,1
573,0
274,0
2728,0
1304,0
5346,0
5169,0
5834,1
5669,1
4728,1
1549,1
1697,0
6554,1
6309,1
3446,1
4320,1
4881,0
5178,1
3985,1
5730,0
3997,0
1664,0
364,0
1680,0
1311,0
2507,0
2372,0
3252,1
515,0
2522,0
5308,1
2579,0
4524,0
6134,0
4174,1
702,0
5869,0
4863,0
4283,0
881,0
7290,1
1396,0
5469,0
793,0
2037,0
6345,0
3740,0
4507,0
2285,0
2714,0
5979,0
4579,1
2806,1
1780,1
5965,0
6651,1
1146,1
6112,0
2770,0
4379,0
1278,0
4193,1
2320,0
7247,0
6707,0
6182,0
3911,0
5269,1
2776,0
5647,0
6482,1
4544,1
154,0
6930,1
1245,0
2055,0
3088,0
3593,0
363,0
3877,0
5744,0
1435,1
7308,1
6762,0
5153,0
4785,1
1341,0
5387,1
1236,0
7259,0
4124,0
6338,1
3475,0
6747,0
1863,0
3971,0
4596,0
7028,0
3259,1
7059,0
1493,0
280,1
7188,0
851,0
882,0
2839,0
6985,1
5945,1
2048,1
4869,1
6448,0
4432,1
5258,0
139,0
6676,0
3199,0
1308,0
3936,1
3106,0
4873,1
5812,1
4977,0
3154,0
5344,1
5498,1
2706,1
2695,1
1007,1
2901,1
1068,1
6728,1
3857,1
2440,0
3246,0
6367,0
501,0
1646,0
6716,1
76,0
381,0
6515,0
393,0
3768,0
4087,0
1104,1
5951,0
2062,0
1335,0
5833,0
155,0
1949,0
4094,0
3784,1
3123,0
2807,0
2925,0
2439,0
6760,0
1624,1
4536,0
190,0
438,1
2183,1
3860,0
2080,0
1095,0
6176,1
6673,1
3023,0
4006,1
2782,0
1059,0
284,0
2067,0
4689,0
2693,0
1106,0
2281,1
6900,1
4337,0
454,0
1761,0
5163,1
3158,0
3651,1
6372,0
6526,1
4942,1
315,1
4577,1
3364,1
3064,0
2656,0
6232,0
635,1
3511,0
5368,1
4256,1
7306,0
198,0
101,1
1387,1
518,1
4949,0
2469,0
1312,0
1927,0
1954,1
3813,0
4376,1
5928,0
6614,0
1828,1
2143,1
6086,0
317,0
7313,0
1705,0
1866,0
5486,0
4201,0
4960,0
692,1
1475,1
4570,0
183,0
3756,1
4725,0
6510,1
2253,1
369,0
1834,0
204,1
5445,0
306,0
4116,1
4512,1
6684,1
1972,0
1935,1
868,0
4374,0
7073,0
610,0
5221,1
4908,0
282,0
6107,0
5030,0
6162,1
450,0
6648,0
3296,1
940,0
520,0
6709,1
5174,0
5967,0
5923,1
6861,0
2800,0
386,1
590,0
3838,1
6194,0
4020,0
2005,0
5184,0
3390,0
1992,0
2968,1
6683,1
5002,0
949,0
3994,0
30,0
5084,1
735,1
7040,0
6416,0
516,0
1684,1
939,1
4468,0
2678,0
6893,0
2289,0
326,1
6689,0
2969,1
3430,1
4674,0
601,0
1436,0
1040,0
7213,0
1787,0
5293,0
7354,0
3682,0
790,0
7163,0
2212,0
5343,0
1816,0
1292,0
2016,1
7273,1
4865,0
6438,1
4847,0
3351,1
641,0
5499,0
5605,0
1870,0
2543,0
7129,0
5126,0
6339,0
5746,0
2929,0
2746,0
1614,1
1466,0
543,0
5243,1
6968,0
6750,1
1412,1
2291,1
6700,0
6844,0
232,1
8,1
6174,0
2876,1
6033,1
3498,0
172,0
2868,1
4361,0
988,0
3811,0
5010,0
7320,0
5504,1
7325,0
5142,0
4188,0
2747,0
2846,0
6731,0
3027,0
491,0
1621,1
524,0
3197,0
7360,1
1017,0
958,0
4697,1
4173,1
1986,1
6545,1
6943,0
7268,1
4015,0
222,0
3143,0
5268,1
5944,0
3136,0
7253,0
6613,1
2036,0
4794,0
6541,0
3011,0
3585,1
2932,0
5584,0
3365,0
4655,0
7069,0
1651,0
820,1
22,0
3190,1
4576,0
4787,1
706,1
2589,0
6215,1
3716,1
3795,0
5027,1
4038,0
5162,1
7205,0
2432,1
6294,0
2213,1
6907,0
840,0
2187,0
130,1
7165,1
5271,0
1427,1
26,0
7303,0
6057,0
1579,0
5490,1
3206,0
4589,0
4742,1
5110,1
1091,0
6662,0
4997,1
3828,0
5836,0
4328,0
1803,1
5020,0
2753,0
9,1
1978,0
214,0
3652,1
2923,0
6251,0
263,0
970,1
19,0
6685,0
4209,1
5028,0
6564,0
3639,0
7246,0
4514,0
788,0
5170,0
92,0
5151,1
6207,0
2637,1
3721,1
3819,1
1265,0
1637,1
2431,0
3894,1
6866,0
1024,0
5488,1
6858,1
4084,0
2826,1
3999,1
1741,1
1250,0
5043,1
3228,0
1764,0
2831,0
6763,0
3614,0
5198,1
2777,0
4712,0
5446,1
7329,0
6060,1
5175,1
4036,0
1636,0
6256,0
2103,0
811,0
4842,0
4329,1
5698,0
2795,0
5246,0
762,0
1371,0
2128,0
5180,0
1712,0
2218,0
6811,0
5855,0
685,1
5549,1
2402,0
6128,0
6084,0
4758,0
110,0
4768,1
2137,0
4918,0
5216,0
1085,0
5389,1
2783,0
6779,0
993,0
3175,1
4565,0
4453,0
4832,0
1903,1
5006,0
6891,0
3609,1
6888,0
5599,1
7196,0
4886,1
5553,0
4542,0
124,1
6652,1
1197,0
6999,0
6085,1
1500,1
2094,1
6630,0
2953,1
7051,1
1120,0
2185,1
3013,0
5471,0
6876,0
2781,0
5031,1
6669,1
3713,0
4348,0
4000,0
3412,0
3610,1
5087,0
5285,1
312,0
6006,0
299,1
3741,1
2240,0
803,0
3701,0
483,1
316,0
1469,0
4704,0
221,1
2225,1
1698,0
1170,0
1979,0
912,0
5179,1
5310,0
5378,0
4679,0
1622,1
6837,0
2269,0
5287,1
4480,0
6511,0
3563,0
2403,0
267,1
6160,0
6947,0
2733,0
1073,1
3808,0
4598,0
2851,0
4428,0
6130,1
33,1
5576,0
2980,0
521,1
5474,0
5942,0
1175,1
3127,1
3415,1
5564,0
3173,0
4474,0
5009,0
3133,1
1047,0
3262,0
6751,0
1506,0
4553,0
5791,0
484,1
2493,0
3554,0
5936,1
1668,0
1444,0
785,0
4347,0
3044,1
6782,0
4109,0
2123,0
6067,1
123,1
4110,0
2273,0
2473,1
1179,0
3509,1
4668,0
2168,1
1791,0
201,1
5788,0
2931,0
2750,0
2975,1
7162,0
591,0
6749,1
401,1
3887,1
7316,1
5045,1
1830,1
3157,0
3628,1
7042,0
4995,0
6071,1
3842,0
2520,0
4402,1
656,0
2774,0
6608,0
63,0
91,0
7245,0
864,0
3041,0
4644,0
254,1
6490,1
6189,0
240,0
6799,1
54,0
2287,0
5188,0
260,1
1715,0
5880,0
5205,0
1,0
6791,0
3926,0
2697,1
725,0
6328,0
6378,0
4133,1
6917,0
6069,1
5187,1
7018,0
3397,0
5148,1
6022,1
3300,0
5442,0
3692,1
2326,0
4182,1
570,1
6571,1
4815,0
84,0
4218,0
628,0
4543,1
3815,1
5147,0
7357,0
6758,0
6748,0
5637,0
6889,0
7075,0
3514,0
1037,1
5007,1
2734,1
575,0
847,0
5349,0
3245,0
5816,1
2989,1
2156,0
3201,1
4100,0
3309,0
4877,0
917,1
4585,0
1751,0
6037,0
3525,1
5957,1
5478,0
3053,0
6034,1
6509,0
5870,0
565,1
5824,0
3981,1
7109,1
3267,0
3831,1
2158,0
5583,0
987,1
127,1
6836,1
7364,0
4732,0
2084,0
716,0
983,0
4017,0
2217,0
3890,1
1369,0
4535,0
3391,0
6472,1
3540,0
1920,0
758,0
3502,0
1616,0
2861,1
3764,0
2332,0
5959,0
2276,0
4013,0
1784,0
6705,1
1048,0
1679,0
1257,1
3657,0
6208,0
5567,1
3654,0
2581,0
5710,0
7147,0
105,0
6056,0
1864,0
781,1
902,0
4503,0
507,0
265,0
6783,0
6789,0
1987,1
1832,0
999,0
414,1
1072,0
1571,0
2391,0
2922,1
1869,1
7335,0
1644,0
395,0
3496,1
2505,0
3943,0
6703,0
5248,0
878,0
3797,1
1723,1
3217,0
174,0
7033,0
2017,0
288,0
6704,0
506,0
3186,1
1478,0
6186,0
6738,1
2025,0
6229,0
5511,1
173,0
1417,1
5213,1
4342,1
3693,0
1403,0
6740,1
5426,0
2891,1
2106,1
4415,1
5430,1
5592,0
5119,0
5763,1
1350,0
5201,1
6192,0
4346,0
3443,1
2687,0
4971,0
916,0
2730,0
3746,0
6729,0
5629,0
2717,0
4930,0
5560,0
4837,0
908,0
4288,1
5054,0
2825,0
6132,1
4973,1
3869,0
6825,1
1393,0
594,0
5759,0
5420,1
2606,0
7083,0
5273,1
6346,0
7222,0
2019,1
2710,0
1917,0
830,0
5275,0
5962,1
7327,0
2524,1
4223,0
3369,1
1564,1
3674,0
4404,0
4856,0
3464,1
5762,0
6356,0
5873,1
5989,0
4736,1
1746,0
318,0
1323,0
2615,0
3205,0
1034,0
4429,0
5241,1
3223,0
7264,0
3723,0
2604,0
2086,0
800,1
6258,0
6672,0
119,1
3576,0
4068,0
667,0
1966,0
1251,0
6106,1
4754,0
4838,0
1518,1
1789,0
6885,0
6643,1
3409,0
1914,0
5581,0
2077,0
304,0
1750,0
3924,0
764,0
5533,0
6497,0
6434,1
7318,0
440,1
6385,1
2008,1
5819,1
1719,0
3235,0
5167,0
2149,0
4276,1
2720,0
4496,1
113,1
2759,0
6381,0
2249,0
691,0
5835,0
7352,0
6419,0
1122,0
5303,0
6579,0
4111,0
3899,0
7012,0
6552,0
5837,1
3234,0
1941,0
6343,1
406,0
1283,0
215,1
6370,0
7058,0
3600,1
947,1
6961,1
4356,0
2267,0
944,1
4073,1
5718,1
1718,0
2041,0
2786,0
2731,0
5514,0
4572,0
470,0
4203,1
677,0
7158,0
1691,0
1560,0
1302,0
4107,0
1757,0
5896,1
136,1
3844,1
448,0
7177,0
617,1
2344,0
7124,1
2516,0
5754,1
2163,0
5143,0
4631,0
1769,0
6070,1
5330,0
290,0
1532,1
6681,0
341,0
6682,1
7359,1
4108,0
4305,0
6066,1
1004,0
6349,0
2456,1
1003,1
648,0
6428,0
4600,0
6774,0
682,0
1556,1
5719,1
2244,1
2190,0
7284,0
2928,0
1328,1
2671,0
7029,0
6032,0
6088,1
1293,0
3782,1
6417,0
2749,0
129,0
217,0
1102,1
2463,0
4629,1
1725,0
6551,0
5905,0
5660,1
5190,1
7324,0
4395,1
6561,0
6079,0
447,0
3616,1
2870,0
4222,1
6395,1
3582,0
5919,0
138,0
2821,0
5973,0
4336,0
3244,1
5296,0
2613,0
1795,0
1605,0
4140,1
4521,0
2461,0
3230,0
786,0
4052,0
6931,1
3569,0
7026,0
2400,1
4791,0
5941,0
1279,1
5842,1
4114,0
1078,0
469,1
985,0
6940,0
6855,0
5047,1
743,0
4788,0
4102,1
5403,0
833,0
1391,1
7166,0
6486,1
4394,1
6397,1
6880,0
2955,1
38,0
494,1
3564,0
4611,1
3661,1
4035,0
2958,0
1798,0
4097,1
6951,0
3707,0
6121,0
3820,0
3783,1
3216,0
804,0
2152,1
4129,1
1756,0
4827,1
1190,0
801,0
1539,0
6516,1
2113,0
3004,0
1595,0
2871,0
3449,0
1014,1
1717,0
3010,1
4267,1
6253,0
3333,0
5461,0
5862,1
1317,1
1239,1
4993,0
3114,1
6910,0
1320,0
4054,0
3428,1
1677,1
5280,0
4443,0
6939,1
4142,0
7153,0
416,0
4964,0
3683,1
4225,1
3761,1
5913,1
5005,0
503,0
4753,1
3071,1
3150,0
47,0
6918,1
6399,1
5758,0
3630,1
1326,1
1053,0
479,1
5386,0
400,0
7330,0
3385,0
7046,0
7187,1
3753,0
5503,1
4540,1
7009,0
3961,0
4433,0
2012,1
3016,1
968,0
2398,1
1454,0
4510,1
4493,0
6127,0
4341,0
2914,0
5261,0
1424,0
193,0
3172,0
5745,1
1825,1
2341,0
5495,0
2758,0
760,0
5782,0
487,0
4552,0
7309,1
3303,0
6465,1
128,0
5529,1
4317,0
6460,1
3921,1
5712,0
6527,1
2626,0
149,0
1853,0
5000,0
4666,1
4988,1
4378,0
825,0
1766,1
4155,0
7293,0
2227,1
2063,1
1340,0
330,1
1123,0
6384,0
3619,1
11,0
3881,1
5443,0
3508,0
6043,1
4990,0
5336,0
5910,0
5693,0
7019,0
20,0
952,0
2787,0
5315,0
5809,0
5214,1
1398,0
981,1
2900,1
3161,0
1647,1
4975,1
3021,0
1586,0
4265,0
5666,1
2058,0
2737,0
7067,1
2532,1
3992,1
3358,0
2952,0
1349,1
2146,0
4718,0
3394,0
5691,0
1625,0
5661,1
3051,1
5367,1
2828,0
7119,0
4371,1
1580,0
872,0
6860,1
4492,0
2658,0
5617,1
6375,1
4558,0
3191,0
6025,0
4868,0
992,1
281,0
3103,0
4911,0
678,1
5155,0
5097,0
4685,0
6826,1
3378,0
5594,0
6926,1
783,0
6640,0
3102,0
6269,0
6598,1
6870,0
472,1
72,0
4800,0
3938,0
5298,0
714,0
7110,1
3744,0
4096,1
4293,1
7041,0
345,0
5171,1
848,0
5182,1
6188,0
5680,0
5544,0
6986,1
4113,1
1297,0
4615,0
4418,0
807,0
4859,1
7131,1
3497,0
7168,1
5015,0
1667,0
5435,1
7065,0
181,1
4064,0
3688,1
4051,1
1943,1
3558,1
7087,1
5016,1
2050,0
212,0
7236,0
6123,0
5884,0
1915,0
6521,1
1440,1
1418,1
5254,0
7311,0
493,0
4848,1
25,0
6064,1
60,0
6670,1
2428,0
1461,1
6368,0
3504,0
1868,0
4349,1
5049,1
6942,0
6894,0
2023,1
6533,0
2098,0
2660,1
3767,0
4457,0
2822,0
3361,0
1215,0
997,1
1537,0
6503,1
2066,0
2869,1
909,0
2641,0
5878,0
1690,0
6120,0
1313,0
980,1
7179,0
3403,0
1568,0
1013,0
3905,0
6360,0
2896,0
3271,0
2541,0
4804,1
4327,0
4939,0
86,0
458,0
2343,0
67,0
4484,1
376,0
4426,1
3129,0
5857,1
6754,0
2988,1
4920,0
5152,0
932,1
3717,1
1411,0
365,0
4127,1
3865,1
4425,1
7020,1
2104,1
48,0
2061,0
6735,0
4058,1
1071,0
4559,0
1360,0
6443,1
6358,1
5865,0
5069,0
3536,0
2971,0
3722,0
5844,0
555,1
4707,0
1721,1
2895,0
3470,0
5956,0
5947,1
1052,0
5934,0
6115,0
3623,0
6805,1
2960,0
4591,0
5192,0
1486,0
6337,0
7130,0
754,0
1426,0
2479,1
1885,0
4057,0
4012,0
5780,0
7157,1
4497,0
5723,1
4224,1
859,0
118,0
1952,1
1817,0
2905,0
1362,0
5229,1
6212,0
1173,0
4726,0
1281,0
380,1
2689,0
831,0
82,0
319,1
1606,0
6846,0
5098,1
6979,1
6131,1
2081,1
3965,1
1390,0
5850,0
5497,1
